Frequency (Hz),Trace 1: Impedance: Magnitude (Ω),Trace 2: Impedance: Phase (°),Trace 3: Impedance: Ls (H),Trace 4: Impedance: Rs (Ω),Trace 5: Impedance: Q
100,0.345283980234436,0.224379169381274,2.15206485159431E-06,0.345281332553272,0.00391617529845716
101.653822,0.345365518497939,0.203787817840526,1.92322486676305E-06,0.345363333959481,0.0035567833952673
103.334996,0.345317916904126,0.216234062466491,2.00720745503054E-06,0.345315457717141,0.00377401426284298
105.043973,0.345431498227984,0.212017322961101,1.93668349574618E-06,0.345429133240354,0.00370041724684272
106.781213,0.345362652655042,0.196667477976133,1.76689082806212E-06,0.34536061812184,0.00343250850291786
108.547184,0.345345617643791,0.228048316546585,2.01538773504373E-06,0.345342882174418,0.00398021499550485
110.342362,0.345378901599312,0.220918253255019,1.9207973662871E-06,0.345376334260379,0.00385577000474679
112.167228,0.345323703555049,0.218987971771348,1.87273835779167E-06,0.345321181287669,0.00382207974086556
114.022275,0.345141697779349,0.237563519127256,1.99748595398251E-06,0.345138731028684,0.00414628935175888
115.908,0.345340059827133,0.221393534953441,1.83229290920594E-06,0.345337481719598,0.00386406535884912
117.824912,0.345526636904242,0.193036115190974,1.57246017671319E-06,0.345524675879832,0.00336912853294446
119.773527,0.345214982730218,0.233114186624832,1.86635305958155E-06,0.345212125460851,0.00406863253989231
121.754368,0.345425704870463,0.211769481754818,1.66889873703056E-06,0.345423345448351,0.00369609154260872
123.767968,0.345384766109085,0.246557384453625,1.9112129988278E-06,0.345381568220887,0.00430326471626988
125.814871,0.345338316109491,0.228213143851349,1.74000219084328E-06,0.345335576742362,0.00398309182027738
127.895625,0.345136987047293,0.219833486988611,1.64788195225822E-06,0.345134446639667,0.00383683698169088
130.010791,0.345114795720241,0.222631107719486,1.64159655367121E-06,0.345112190409883,0.00388566540266121
132.160938,0.345327307151581,0.266627221017679,1.935210570781E-06,0.34532356807939,0.00465355647359835
134.346645,0.345454947735915,0.245151375698374,1.75103610341357E-06,0.345451785573564,0.00427872478234111
136.568499,0.345477748353909,0.208543849178834,1.46542457315821E-06,0.345475459916118,0.00363979287626255
138.8271,0.345371893726278,0.263990615841539,1.82430392284429E-06,0.345368227764426,0.00460753804548695
141.123053,0.345239806331452,0.181048258146645,1.23030851115738E-06,0.345238082741537,0.00315989872675068
143.456977,0.345645768322656,0.236018258186492,1.57961569893074E-06,0.345642835764918,0.00411931899989079
145.8295,0.345312940877109,0.24905264241202,1.63815409927178E-06,0.345309678612252,0.00434681599799126
148.241261,0.345379673394808,0.248041064277195,1.60526746137815E-06,0.345376436951471,0.0043291602966557
150.692908,0.34545372164066,0.266114248606805,1.69457630133138E-06,0.345449995578533,0.00464460322254576
153.1851,0.345351164033955,0.254991170321065,1.59685545991466E-06,0.345347743962094,0.0044504648681819
155.718509,0.345524226274622,0.235043587665537,1.44871499406524E-06,0.345521318910354,0.00410230750270881
