Frequency (Hz),Trace 1: Impedance: Magnitude (Ω),Trace 2: Impedance: Phase (°),Trace 3: Impedance: Ls (H),Trace 4: Impedance: Rs (Ω),Trace 5: Impedance: Q
100,0.314643635156503,0.248120922710228,2.16859514076017E-06,0.314640684831995,0.00433055411537795
101.653822,0.314758087680223,0.26408447515942,2.27139161670434E-06,0.314754744293523,0.00460917623440706
103.334996,0.314899629253652,0.247799959401191,2.09759721887394E-06,0.314896684162956,0.0043249521439373
105.043973,0.314836251542421,0.210626008403489,1.75356598323165E-06,0.31483412422166,0.00367613389654919
106.781213,0.314831309935518,0.250647095949092,2.05277739928878E-06,0.314828297433701,0.00437464499117029
108.547184,0.314808542666115,0.26071510159804,2.1003425761974E-06,0.314805283527179,0.00455036833858496
110.342362,0.314585496191174,0.199870432450513,1.58285666800057E-06,0.314583582111113,0.00348841127371735
112.167228,0.314853868177636,0.219923421731974,1.71479008122747E-06,0.314851548774674,0.00383840666219138
114.022275,0.314748418515512,0.239887988825656,1.83941019201234E-06,0.314745659814281,0.0041868597056674
115.908,0.314483086736612,0.242942299571864,1.83097838454519E-06,0.31448025972457,0.00424016843099076
117.824912,0.314701876148562,0.255436795705119,1.89514186753329E-06,0.314698748699337,0.00445824265268218
119.773527,0.31479212250379,0.214400068169105,1.56525255776652E-06,0.314789918573129,0.00374200457183327
121.754368,0.314702562244879,0.264422545704839,1.89849810418242E-06,0.314699210883877,0.0046150768040412
123.767968,0.314527118992368,0.246988559510775,1.74350351585983E-06,0.314524196618078,0.00431079028026994
125.814871,0.314733809593312,0.240042087020068,1.66799615316902E-06,0.314731047474912,0.00418954927370831
127.895625,0.314924803319661,0.212194432681653,1.4513817900983E-06,0.314922643591554,0.00370350843696635
130.010791,0.31494363981708,0.224067880372934,1.50775035653453E-06,0.314941231485724,0.00391074219712881
132.160938,0.314782726649533,0.222064893368174,1.46921075250014E-06,0.314780362391355,0.00387578294913099
134.346645,0.314524110071243,0.256689080896639,1.66928525875605E-06,0.314520953666079,0.00448009958899963
136.568499,0.315079915909399,0.272485287442705,1.74626079890684E-06,0.315076352786865,0.00475580128364152
138.8271,0.314558389872741,0.241046097221218,1.5171319128171E-06,0.314555606152543,0.00420707286630461
141.123053,0.314995034260578,0.252946957563033,1.56830776505373E-06,0.314991964626117,0.00441478592392707
143.456977,0.314651535575212,0.290834436483947,1.77194257453986E-06,0.314647481933885,0.00507606209144604
145.8295,0.31461685820844,0.220218219026494,1.31973361592708E-06,0.314614534333852,0.00384355192151425
148.241261,0.314830706561422,0.223508203469268,1.3185537825619E-06,0.314828311105366,0.00390097384339132
150.692908,0.314806702215166,0.201157946613918,1.16730664265627E-06,0.314804762032363,0.00351088291025444
153.1851,0.314730833274,0.240892832212483,1.37481057679625E-06,0.314728051568516,0.00420439783995849
155.718509,0.314606532066285,0.314861914389741,1.76702601641234E-06,0.314601781650259,0.00549543241450971
158.293816,0.314888646420368,0.29564560188078,1.63365387772736E-06,0.314884454397691,0.00516003496809138
160.911715,0.314875536580176,0.22309364844477,1.21264830703206E-06,0.314873149662045,0.00389373838338261
163.572908,0.314756772158101,0.307478598486452,1.64351630058956E-06,0.314752239754604,0.0053665654411883
