Frequency (Hz),Trace 1: Impedance: Magnitude (Ω),Trace 2: Impedance: Phase (°),Trace 3: Impedance: Ls (H),Trace 4: Impedance: Rs (Ω),Trace 5: Impedance: Q
100,0.62050286000095,0.109744501302163,1.89157598024526E-06,0.620501721760716,0.00191540522607512
106.662142,0.620814148117052,0.111213948883113,1.79807495905163E-06,0.620812978604918,0.00194105201990567
113.768125,0.620819525611595,0.10378782102966,1.57321624767143E-06,0.620818507060601,0.00181144118173982
121.347519,0.620747980563277,0.11510666923189,1.63561885456137E-06,0.620746727881144,0.00200899307189494
129.431862,0.620617705029528,0.13209284068679,1.75937880771113E-06,0.620616055700631,0.00230545907289755
138.054796,0.620708981222644,0.133189355804971,1.66342474330428E-06,0.620707304151022,0.00232459697457454
147.252203,0.620473518818654,0.13861215920643,1.6224071605594E-06,0.620471703092137,0.00241924328116661
157.062353,0.62046671086338,0.165796856191936,1.81936388995793E-06,0.620464113124438,0.00289370910683918
167.52607,0.620280631655368,0.14896682410624,1.53211861377148E-06,0.620278535170012,0.00259996741531579
178.686894,0.620224064572633,0.168072805474046,1.62050449004613E-06,0.620221396068132,0.00293343225262835
190.591268,0.62033019919843,0.210714940416715,1.90507367007885E-06,0.620326004141745,0.00367768607397506
203.288729,0.620177391885632,0.226252699901279,1.917311912741E-06,0.620172556538628,0.00394887508035703
216.832112,0.620547671754664,0.218612577716964,1.73789342913183E-06,0.62054315475921,0.00381552778307661
231.277774,0.620309833336332,0.226979020255199,1.69105155240158E-06,0.620304965855259,0.00396155196026774
246.685828,0.620330262850766,0.255187291101123,1.78251779337202E-06,0.6203241101602,0.00445388788937485
263.120387,0.620244965965492,0.244578904610084,1.60148887010687E-06,0.620239314965335,0.00426873309448545
280.64984,0.620316205038372,0.277569009434354,1.70417858584791E-06,0.620308925916881,0.00484453101513748
299.34713,0.620251507230229,0.269767786393777,1.55266839367396E-06,0.620244632242266,0.00470837088083434
319.290061,0.620480526225383,0.295052034459047,1.59271088876937E-06,0.620472299080175,0.00514967498696589
340.561617,0.620311028966125,0.330472788958031,1.6720320600209E-06,0.620300710754057,0.0057679022178177
363.250315,0.62009099915129,0.352286866962536,1.67047755205085E-06,0.620079277961307,0.00614864322309354
387.450565,0.620483236054712,0.396031916114781,1.76172445091431E-06,0.620468413828506,0.00691217095951137
413.263071,0.620128796741394,0.429928503774667,1.79202871086309E-06,0.62011133863727,0.00750380877363519
440.795243,0.620540344803616,0.428293188994458,1.67481848796662E-06,0.620523007758637,0.00747526554542181
470.161647,0.620434222686866,0.454959858000534,1.66768706831138E-06,0.620414662889013,0.00794071438063697
501.484482,0.620352790402607,0.47007104936217,1.61524116145792E-06,0.620331912442996,0.00820447161240852
534.894089,0.620393850582156,0.52012738173354,1.67571801075108E-06,0.620368287767191,0.00907818471683368
570.529492,0.621007929977339,0.574217068599863,1.7361425209344E-06,0.620976743203855,0.010022314017713
608.538975,0.620495093601369,0.592466471796649,1.67804456714642E-06,0.62046192044636,0.0103408592111838
649.080704,0.620697966607613,0.644316366024227,1.71146937648501E-06,0.620658720299318,0.0112459160683257
692.323381,0.620538297535233,0.692291207532221,1.72359544945482E-06,0.620493000927649,0.0120833489883431
738.446946,0.620532565577431,0.729012141642535,1.7016326974707E-06,0.620482336756725,0.0127243488210615
787.643328,0.620749551981173,0.772143412110632,1.69032081744838E-06,0.620693184254198,0.0134772607377436
840.117243,0.620680447435267,0.81224788305768,1.66686223277295E-06,0.620618079307528,0.0141773496565735
896.087045,0.620519004293424,0.877424257745193,1.68769921921848E-06,0.620446244641472,0.0153151394725428
955.785634,0.620436726004218,0.959495257799396,1.73004353389386E-06,0.620349730311078,0.01674791703202
1019.461428,0.620648901329664,1.00178329486551,1.69404268486787E-06,0.620554036061794,0.0174861987950291
1087.379393,0.620978442891927,1.00448569558899,1.59336192104241E-06,0.620883014489575,0.0175333790460582
1159.822149,0.620993266385225,1.08358963588652,1.61150606804966E-06,0.620882213877247,0.0189144619955809
1237.091145,0.621430086848211,1.15227280811866,1.60773369858095E-06,0.621304422233343,0.0201136661166698
1319.507911,0.621893246770918,1.19453796687662,1.56375905286892E-06,0.621758094058907,0.0208516418091111
1407.415398,0.621832187949963,1.29760403353626,1.59240473579755E-06,0.62167272354777,0.0226513355852925
1501.179407,0.622104607738318,1.35152122096126,1.55564648745346E-06,0.621931540940407,0.0235928712043857
1601.190107,0.621856855200421,1.45645711367173,1.57107151923542E-06,0.621655951848852,0.0254254487131903
1707.863662,0.622216829374018,1.56348525148617,1.58207090485193E-06,0.621985182138668,0.0272947406365447
1821.64396,0.622345768709337,1.66949890314255,1.58412855740684E-06,0.622081589869339,0.0291465020122518
1943.004462,0.622260166916367,1.86971427913262,1.66300618752359E-06,0.62192887663923,0.0326442585926748
2072.450174,0.622049043775812,1.95147381739675,1.62673490587582E-06,0.621688271762871,0.0340728198963865
2210.519742,0.622694351087147,2.04527720416128,1.6000662581883E-06,0.622297655011986,0.0357119914411069
2357.787701,0.62297814643081,2.11777614632641,1.55398482079424E-06,0.622552637958955,0.0369790083696847
2514.866859,0.623172914772945,2.25724841288158,1.55330978477266E-06,0.622689370939643,0.0394168116014802
2682.410854,0.623145065853838,2.40514851059602,1.55158547404229E-06,0.622596114423193,0.0420024346914621
2861.116868,0.623616585670241,2.57817180699439,1.56043198966023E-06,0.622985348119558,0.0450279814448307
3051.728529,0.622638252642032,2.77006712595232,1.56930909865144E-06,0.621910713222377,0.048384495896501
3255.039009,0.622453336777677,2.8573312147003,1.51715047229053E-06,0.621679476240012,0.0499112207919472
3471.894322,0.623711081804769,2.9815881211416,1.48718871640623E-06,0.622866764888499,0.0520855541847921
3703.196843,0.623379664575654,3.05048543122105,1.42572935913179E-06,0.622496355504158,0.053291377423135
3949.909066,0.623761710149396,3.26416789200215,1.43108902070633E-06,0.622749732404237,0.0570321923062581
4213.057607,0.624596284180451,3.46642665130657,1.42664703488347E-06,0.623453522443391,0.0605744836674964
4493.737477,0.623843273361432,3.85521815186754,1.48554735379371E-06,0.622431599762206,0.0673879791734609
4793.116637,0.62388442276355,4.11748147431137,1.48744673733814E-06,0.622274128386981,0.0719875749922148
5112.440862,0.623816762818125,4.38528538990756,1.48490956426745E-06,0.621990490714318,0.0766874726549872
5453.038919,0.623712553806974,4.53916614260935,1.44067186293669E-06,0.621756259357656,0.0793895561358028
5816.328101,0.624997001732112,4.88984170492347,1.4577867740366E-06,0.622722278009646,0.0855516457301668
6203.820124,0.624131102446844,5.23851907005455,1.46189916831764E-06,0.621524258295847,0.091685023500811
